,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
1077,Ciara O'Rourke,“NASA confirms earth will go dark for 6 days in December 2020.”,Bloggers,"December 16, 2020",pants-fire,FAKE,0
1078,Tom Kertscher,"Says Kelly Loeffler supports ""raising taxes on Georgia's middle class.""",Raphael Warnock,"December 16, 2020",false,FAKE,0
1079,Paul Egan,"“68% error rate in Michigan Voting Machines. Should be, by law, a tiny percentage of one percent.”",Donald Trump,"December 15, 2020",false,FAKE,0
1080,Victoria Knight,The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,Donald Trump,"December 15, 2020",false,FAKE,0
1081,Bill McCarthy,An optional microchip for COVID-19 vaccines “would give officials information on who has and has not been vaccinated” and “tracks the location of the patient.”,Facebook posts,"December 15, 2020",false,FAKE,0
1082,Miriam Valverde,“Pope Francis says covid vaccine will now be required to enter heaven.”,Facebook posts,"December 15, 2020",pants-fire,FAKE,0
1083,Eric Litke,“Wisconsin is one of the few states that doesn’t allow absentee ballots to be processed before Election Day.”,Tim Carpenter,"December 15, 2020",true,REAL,1
1084,Ciara O'Rourke,The CDC delivers groceries and cleaning products “twice while you’re in quarantine.”,Instagram posts,"December 14, 2020",false,FAKE,0
1085,Ciara O'Rourke,“Biden did not win legally.”,Facebook posts,"December 14, 2020",pants-fire,FAKE,0
1086,Tom Kertscher,"Says Jon Ossoff ""wants total, blanket amnesty and he wants a total lockdown.""",David Perdue,"December 14, 2020",barely-true,FAKE,0
1087,Noah Y.,The COVID-19 pandemic has caused four of the eight “deadliest days in American history.”,Facebook posts,"• December 11,",half-true,FAKE,0
1088,Ciara O'Rourke,“FDA announces 2 deaths of Pfizer vaccine trial participants from ‘serious adverse events.’”,Bloggers,"December 11, 2020",barely-true,FAKE,0
1089,Samantha Putterman,The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.,Facebook posts,"December 11, 2020",false,FAKE,0
1090,Brandon Mulder,Says that this year is the first time during his 27 years as senator “that two African Americans have ever served on the same (Senate) committee.”,Royce West,"December 11, 2020",false,FAKE,0
1091,Miriam Valverde,"""If all goes 'well' it'll become federal law to get the (COVID-19) vaccine.""",Facebook posts,"December 11, 2020",false,FAKE,0
1092,Daniel Funke,“Biden confirms agenda to microchip the masses”,Instagram posts,"December 11, 2020",pants-fire,FAKE,0
1093,Tom Kertscher,"Says David Perdue “hasn't held a single public town hall meeting in six years” and “sells four meetings a year and a retreat on a private island for a $7,500 corporate PAC check.”",Jon Ossoff,"December 11, 2020",mostly-true,FAKE,0
1094,Ciara O'Rourke,Photo shows “MAYHEM in Oregon!”,Viral image,"December 11, 2020",false,FAKE,0
1095,Amy Sherman,“No candidate has ever won both Florida and Ohio and lost.”,Donald Trump,"December 10, 2020",pants-fire,FAKE,0
1096,Ciara O'Rourke,“Voting machines found in bus in Arizona.”,Facebook posts,"December 10, 2020",false,FAKE,0
1097,Bill McCarthy,"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",Laura Ingraham,"December 10, 2020",false,FAKE,0
1098,Monique Curet,Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a “peaceful” transfer of property from victims to thieves,Facebook posts,"December 10, 2020",pants-fire,FAKE,0
1099,Miriam Valverde,"“40 years of research, and no vaccine for HIV. At least 100 years of research and no vaccine for cancer. Ongoing research and no vaccine for the common cold. Now in less than a year, there's a vaccine for COVID-19?”",Facebook posts,"December 10, 2020",barely-true,FAKE,0
1100,Eric Litke,"“In Wisconsin, there are approximately 70,000 absentee ballots that do not have matching ballot applications as required by law.”",Donald Trump,"December 10, 2020",pants-fire,FAKE,0
1101,Ciara O'Rourke,“Head of Pfizer research: Covid vaccine is female sterilization.”,Bloggers,"December 10, 2020",false,FAKE,0
1102,Eric Litke,"The probability of Biden winning in Wisconsin, Georgia, Michigan and Pennsylvania “given President Trump’s early lead ... is less than one in a quadrillion” in each state.",Facebook posts,"December 9, 2020",pants-fire,FAKE,0
1103,Samantha Putterman,Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,Facebook posts,"December 9, 2020",false,FAKE,0
1104,Ciara O'Rourke,The Supreme Court “has decided to take up the Texas case.”,Facebook posts,"December 9, 2020",false,FAKE,0
1105,Noah Y.,"A forensics examination of a Ware County, Ga., Dominion Voting Systems machine found votes were switched from Donald Trump to Joe Biden.",Jody Hice,"• December 9,",false,FAKE,0
1106,Daniel Funke,"""The FDA knows that rushed-to-market COVID-19 vaccines may cause a wide range of life-threatening side effects, including death.""",Bloggers,"December 9, 2020",barely-true,FAKE,0
1107,Tom Kertscher,"Says Kelly Loeffler “welcomed the support of a QAnon conspiracy theorist, and she sat down with a white supremacist for an interview.”",Raphael Warnock,"December 9, 2020",half-true,FAKE,0
1108,Warren Fiske,"""In Chesterfield (Va.), the Southside precinct is infamous for having over 100% of the vote count…”",Amanda Chase,"December 9, 2020",pants-fire,FAKE,0
1109,D.L. Davis,"“Actually, I won Wisconsin.”",Donald Trump,"December 9, 2020",pants-fire,FAKE,0
1110,Samantha Putterman,People in Germany saw this electoral map that shows Trump beating Biden with 410 electoral votes before Dominion’s servers were seized.,Facebook posts,"December 8, 2020",pants-fire,FAKE,0
1111,Simone Esters,"“The president got the highest percentage of minority votes of any Republican candidate for president in over 100 years.""",Roy Blunt,"December 8, 2020",false,FAKE,0
1112,Paul Specht,The National Institutes of Health “states that regular marijuana use can reduce IQ by 8 points.”,David Rouzer,"December 8, 2020",barely-true,FAKE,0
1113,Ciara O'Rourke,Says Joe Biden killed a Kelly Loeffler campaign staffer.,Facebook posts,"December 8, 2020",false,FAKE,0
1114,Louis Jacobson,"""People have lost faith in the ability of the vaccine to work. Already, the numbers are really staggeringly low.""",Joe Biden,"December 8, 2020",half-true,FAKE,0
1115,Madison Czopek,"“The first randomized controlled trial of more than 6,000 individuals to assess the effectiveness of surgical face masks against SARS-CoV-2 infection found masks did not statistically significantly reduce the incidence of infection.""",Viral image,"December 7, 2020",barely-true,FAKE,0
1116,Ciara O'Rourke,Says Kelly Loeffler was wearing a wire during the Georgia Senate debate.,Viral image,"December 7, 2020",pants-fire,FAKE,0
1117,Ciara O'Rourke,Photo shows Kelly Loeffler’s house.,Viral image,"December 7, 2020",false,FAKE,0
1118,Amy Sherman,“No state in the country verifies United States citizenship as a condition for voting in federal elections.”,Donald Trump,"December 7, 2020",barely-true,FAKE,0
1119,Madeline Heim,“CDC admits old ‘science’ was wrong” on COVID-19 quarantine guidance.,Duey Stroebel,"December 7, 2020",false,FAKE,0
1120,Kiannah Sepeda-Miller,"“Republican elected officials, a network of propaganda publications in the state and some radio shock jocks” were spreading “a lie” about his daughter breaking COVID-19 restrictions.",JB Pritzker,"December 6, 2020",true,REAL,1
1121,Ciara O'Rourke,"Says George Patton said, “Politicians are the lowest form of life on earth. Liberal Democrats are the lower form of politicians.”",Viral image,"December 4, 2020",false,FAKE,0
1122,Clara Hendrickson,"In 10 Michigan precincts, voter turnout reached 100% and in 6 precincts it surpassed 100%",Russell James Ramsland Jr.,"December 4, 2020",pants-fire,FAKE,0
1123,Jill Terreri,Says Charles Schumer supports “putting everybody on the Medicare system. He wants the Green New Deal … reduce funding for the police.”,Rick Scott,"• December 4,",false,FAKE,0
1124,Ciara O'Rourke,China recovered from COVID-19 “without a vaccine.”,Viral image,"December 4, 2020",false,FAKE,0
1125,Eric Litke,The USPS backdated 100K ballots so they could be counted illegally.,Facebook posts,"December 4, 2020",false,FAKE,0
1126,Bill McCarthy,Video footage from Georgia shows suitcases filled with ballots pulled from under a table and illegally counted after election observers were told to leave.,Facebook posts,"December 4, 2020",false,FAKE,0
1127,Eric Litke,Residents the Wisconsin Election Commission suspected of moving are “illegal voters.”,Donald Trump,"December 4, 2020",false,FAKE,0
1128,William Skipworth,"""Beware - George Soros is starting a Fake News site in Missouri”",Liberty Alliance,"December 3, 2020",false,FAKE,0
1129,Paul Specht,Says COVID-19 has killed more North Carolinians in a year than the flu has in 10 years.,Mandy Cohen,"December 3, 2020",true,REAL,1
1130,D.L. Davis,"""In 2019, Republicans stripped $40 million from the budget for lead pipe replacement - because they thought it helped MKE too much.""",Chris Larson,"December 3, 2020",mostly-true,FAKE,0
1131,Noah Y.,"“Gina Haspel, CIA head is dead!”",Tweets,"• December 3,",pants-fire,FAKE,0
1132,Miriam Valverde,"“Masks will kill quite a few people, it’s well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.”",Facebook posts,"December 3, 2020",false,FAKE,0
1133,Noah Y.,Says “Hugo Chavez’s family still owns” Dominion Voting Systems.,Facebook posts,"• December 3,",false,FAKE,0
1134,Ciara O'Rourke,Says “Former President Barack Obama arrested for ESPIONAGE.”,Bloggers,"December 3, 2020",pants-fire,FAKE,0
1135,Ciara O'Rourke,Says Joe Biden is wearing a foot boot to hide an ankle monitor.,Facebook posts,"December 3, 2020",pants-fire,FAKE,0
1136,Warren Fiske,"“People of color and those of not, they use marijuana at the same rate. People of color are three times more likely to get arrested and convicted.”",Ralph Northam,"December 3, 2020",true,REAL,1
1137,Amy Sherman,A Dominion representative in Gwinnett County improperly downloaded election data to “manipulate the data.”,Facebook posts,"December 2, 2020",pants-fire,FAKE,0
1138,Bill McCarthy,The coronavirus pandemic is “effectively over” in the United Kingdom and “there is absolutely no need for vaccines.”,Bloggers,"December 2, 2020",pants-fire,FAKE,0
1139,Louis Jacobson,“The states that are locked down are increasing at twice the rate we are” in Florida,Ron DeSantis,"December 2, 2020",half-true,FAKE,0
1140,Miriam Valverde,“Trump margin of ‘defeat’ in 4 states occurred in 4 data dumps between 1:34-6:31 AM. Statistical anomaly? Fraud?”,Rand Paul,"December 2, 2020",pants-fire,FAKE,0
1141,Noah Y.,"“Supreme Court Shakes Up 2020 Election, Assigns Conservatives To Swing State Circuit Courts.”",GOP Daily Brief,"• December 2,",barely-true,FAKE,0
1142,Ciara O'Rourke,Says Joe Biden plagiarized Donald Trump in his Democratic National Convention speech.,Facebook posts,"December 1, 2020",false,FAKE,0
1143,Clara Hendrickson,“Detroit actually has the lowest infection rate in the state of Michigan. We’re half of that of the surrounding suburbs.”,Mike Duggan,"December 1, 2020",half-true,FAKE,0
1144,Laura Schulte,“Americans are paying the highest price in the world for Remdesivir because the Trump administration is allowing Gilead Sciences to jack up the prices on this #COVID19 treatment.”,Tammy Baldwin,"December 1, 2020",half-true,FAKE,0
1145,Tom Kertscher,"Says Raphael Warnock defended the “hatred” of Jeremiah Wright, the pastor who said “not God bless America, God damn America,” and gave Wright “an award for truth telling.”",Kelly Loeffler,"December 1, 2020",barely-true,FAKE,0
1146,Ciara O'Rourke,“CNN is now saying that Trump will win!”,Facebook posts,"November 30, 2020",false,FAKE,0
1147,Tom Kertscher,"Says her health care plan would ""ensure Americans with preexisting conditions are protected.""",Kelly Loeffler,"November 30, 2020",false,FAKE,0
1148,Ciara O'Rourke,Says the Denver Broncos signed Colin Kaepernick.,Viral image,"November 30, 2020",false,FAKE,0
1149,Eric Litke,"""THOUSANDS of fake votes found at Wisconsin Recount in Dane County.""",Facebook posts,"November 30, 2020",pants-fire,FAKE,0
1150,Brandon Mulder,Says that shutdowns are “ineffective” and that we now know that COVID-19 is not commonly spread “by someone going to work.”,Greg Abbott,"November 27, 2020",false,FAKE,0
1151,Eric Litke,"""Kyle Rittenhouse used his COVID-19 stimulus check to purchase the AR-15 he used in the fatal Kenosha shooting.""",Instagram posts,"November 25, 2020",half-true,FAKE,0
1152,Haley BeMiller,"“We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act.”",Robin Vos,"November 25, 2020",false,FAKE,0
1153,Samantha Putterman,Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,Instagram posts,"November 24, 2020",false,FAKE,0
1154,Hayat Norimine,Dominion and Smartmatic “have closed up shop” and executives are “on the run.”,Facebook posts,"November 24, 2020",false,FAKE,0
